label,content
0,cho em hỏi ngành công nghệ vật liệu có khi nào tăng vọt 4 đến 5 điểm không vậy thầy
3,có nên học chất lượng cao việt pháp ngành kỹ thuật vật liệu không ạ cơ hội học vật liệu bên chất lượng cao việt pháp như thế nào ạ
0,bách khoa năm nay các ngành tăng lên khoảng bao nhiêu ạ
2,chừng nào mới có điểm chuẩn ạ
3,cho e hỏi ngành logistics với ạ
0,khoa máy tính khoảng bao nhiêu điểm vậy
3,cho e hỏi về ngành kỹ thuật hàng không của mình sẽ làm những gì sau này
0,em 26 70 có đâu được ngành khoa hoc máy tính đai trà không ạ
2,chỉ tiêu còn bao nhiêu ạ
0,chương trình học của trường mình có nặng không ạ
3,cho em hỏi ngành kiến trúc của bách khoa với kiến trúc của trường khác khác nhau chỗ nào sau này cơ hội việc làm có cao không ạ
1,cho e hỏi chương trình chất lượng cao dạy toàn bằng tiếng anh anh chị có thể chia sẻ 1 vài kinh nghiệm để có thể tiếp thu tốt
3,cơ kỹ thuật có tốt không ạ
3,cho em hỏi thêm về ngành quản lí công nghiệp với ạ
3,giúp em về sự khác biệt giữa cơ điện tử và đk tự động hóa với ạ
1,nếu tiếng anh em học không được tốt vậy học hệ chất lượng cao của bách khoa có rủi ro không ạ
0,chị nghĩ tự động hoá năm nay bao nhiêu điểm ạ
2,chỉ tiêu trung học phổ thông còn khoảng nhiêu ạ
3,anh ơi con gái có học điện được không ạ em mê điện lắm
3,ngành kỹ thuật máy tính chương trình học rộng hơn hay hẹp hơn so với ngành khoa học máy tính vậy anh
3,cho chú hỏi con chú đang học bắt đầu năm thứ 2 đại học bách khoa khoa học máy tính ra trường làm ở đâu vậy cháu
3,cho e hỏi quản lí công nghiệp có đào tạo chuyên sâu vào từng nội dung không ạ e thấy nó có quá nhìu mảng khác nhau cần đạo tạo
3,cho em hỏi sự khác nhau giữa điện tử và kỹ thuật điện ạ
1,cho em hỏi về ngành kỹ thuật điện tử viễn thông tiên tiến ạ
1,cho mình hỏi thăm sinh viên tốt nghiệp 1 ngành trường mình có thể đăng ký học văn bằng 2 học khoa học máy tính hay kỹ thuật máy tính được không
2,mình đăng kí số nguyện vọng vào bách khoa theo phuong thức tốt nghiệp trung học phổ thông thì đăng ký bao nhiêu nguyện vọng cũng được đúng không ạ
0,cách chia chuyên ngành trong khoa hoá như thế nào ạ
0,em muốn hỏi kỹ thuật hệ thống công nghiệp có nhiều nữ không ạ
0,hình như nếu xét trung học phổ thông thì được bao nhiêu nguyện vọng cũng được đúng không ạ
0,kỹ thuật ô tô tầm mấy năm ra trường vậy ạ chưa kể thời gian học lại
3,cho em hỏi về ngành 208 ạ
0,cho e hỏi nữ học ngành kỹ thuật vật lí với ạ
3,kỹ thuật máy tính với khoa học máy tính khác chỗ nào vậy mn
0,27 6 có cơ hội đậu ô tô không anh chị
0,dạ cho e hỏi 27 5 có đậu khoa học máy tính không ạ
0,bách khoa cần tiếng anh quá nhiều không anh
3,ngành 208 có cơ hội việc làm thế nào ạ
3,cho e hỏi về ngành kiến trúc ạ
3,cho em hỏi điện tử viễn thông ra là gì và cơ hội việc làm ạ
2,ai điểm trung học phổ thông cao nhát khi đăng kí nhóm ngành xây dựng thì sẽ được chọn ngành phải không anh
3,cho em hỏi xíu về chương trình của kỹ thuật môi trường và quản lý tài nguyên môi trường của trường ạ cơ hội nghề nghiệp nữa ạ
0,học phí học lại của k20 tính sao vậy ạ
3,cho em xin thêm về ngành kỹ thuật hàng không đi ạ
0,cho e hỏi về kiến trúc lấy bao nhiêu điểm
3,cho e hỏi về chương trình học ngành xây dựng ạ
3,cho em hỏi thêm về kiến trúc ạ
3,ngành kỹ thuật máy tính chương trình học rộng hơn hay hẹp hơn so với ngành khoa học máy tính vậy anh chị
3,cho em hỏi ngành kỹ thuật xây dựng ạ
3,cho em hỏi về logistics ạ
3,em muốn hỏi thêm về ngành vật lý kỹ thuật thì sao ạ
3,cho em hỏi về ngành điều khiển và tự động hoá ạ
3,cho em hỏi là kỹ thuật máy tính có giống kỹ thuật phần mềm không ạ
3,cho em hỏi về ngành dầu khí ạ
3,cho em hỏi về ngành dầu khí
3,cho e hỏi về ngành kiến trúc
3,anh ơi phân tích cơ kỹ thuật thử đi anh
0,cho e hỏi điểm chuẩn và chỉ tiêu của ngành kiến trúc tầm bao nhiêu ạ
3,cho e hỏi về kỹ thuật môi trường
3,cho em hỏi ngành vật lý kỹ thuật và cơ kỹ thuật ạ
1,cho e hỏi ngành kỹ thuật cơ khí ạ hệ chất lượng cao ạ
3,cơ hội việc làm bão dưỡng công nghiệp cao không ạ
3,e muốn anh chị tư vấn dùm ngành cơ kỹ thuật ạ
0,kỹ thuật xây dựng năm nay lấy bao nhiêu ạ
0,mọi người nghĩ điện năm nay tầm bao nhiêu điểm
0,mức điểm kỹ thuật ôtô đi ạ
0,kỹ thuật xây dựng anh nghĩ bao nhiêu điểm năm nay vậy anh
0,anh chị ơi em thi được 2495 có vào được ngành kỹ thuật xây dựng hong mấy anh chị
3,ngành kỹ thuật máy tính có khó không cô
0,điểm năm nay có cao lắm không vậy ạ
0,cho em hỏi năm 2019 thì trường lấy điểm vào pfiev theo điểm trung học phổ thông gq ngành kỹ thuật hàng không là bao nhiêu ạ
1,chương trình của việt pháp dạy hoàn toàn bằng tiếng việt hay sao ạ và yêu cầu chuẩn đầu ra như thế nào
0,các môn học có giống như chương trình đại trà không ạ em nghe nói nặng lắm
3,dạ cho em về ngành kỹ thuật hàng không ạ
2,em muốn hỏi là mình đăng kí xét tuyển chương trình việt pháp như thế nào ạ
2,cách tuyển sinh như thế nào ạ
0,cho em hỏi khi nào sẽ thông báo kết quả xét tuyển chương trình chất lượng cao p f i e v hiện nay cháu đã đk nhập học chương trình đại trà rồi
1,cho e hỏi đk kỹ thuật điện đại trà hay chất lượng cao là được đk học chương trình việt pháp ạ
1,sinh viên tốt nghiệp rồi thì làm sao quay lại học priev được ạ
0,dạ cho em hỏi về cơ hội du học ngành kỹ thuật hàng không ạ
1,cho e hỏi là ngành kỹ thuật hàng không thì nên học chương trình chất lượng cao hay đăng kí vô kỹ sư việt pháp ạ
3,chào thầy cô em là sinh viên trúng tuyển khoa máy tính thầy cô có thể tư vấn cho em sinh viên khoa máy tính có những hướng đi nào
3,dạ cho em hỏi hôm nay có nói về ngành kỹ thuật máy tính không ạ
1,ngành kỹ thuật hàng không có chương trình này không nhỉ
3,dạ cho em về ngành kỹ thuật hàng không ạ
3,cho em hỏi về ngành công nghệ sinh học ạ
2,khi nào có kết quả xét tuyển bằng kết quả đánh giá năng lực ạ
2,khi nào có kết quả xét tuyển chương trình việt pháp bằng đánh giá năng lực ạ
0,học phí chương trình này là bao nhiêu ạ
1,chương trình này khác với chương trình bình thường như thế nào ạ ví dụ như tín chỉ ạ
1,ngành kỹ thuật máy tính chương trình chất lượng cao sinh viên thuộc dt đối tượng vùng đại học bách khoa có được giảm học phí không ạ
1,dạ em hỏi về chương trình đi du học nếu học kỹ thuật hàng không ạ
1,dạ em xin hỏi là khi nào có tư vấn về ngành khoa học máy tính chất lượng cao vậy ạ
0,em xin hỏi là khi nào mình biết được kết quả đăng kí ạ
0,học phí giữa chất lượng cao với đại trà của tự động hoá khác như nào ạ
3,ai biết về ngành bảo dưỡng công nghiệp tư vấn hộ chút ạ
0,cơ điện tử năm nay tầm bao nhiêu ạ
0,kỹ thuật hóa học năm nay tầm bao nhiêu điểm mọi người
0,năm nay tầm bao nhiêu điểm để đậu chuyên ngành khoa học máy tính đại trà ở trường mình ạ
2,cô cho em hỏi xét tuyển học bạ ngành kiến trúc hồ sơ gồm những loại nào hình thức và thời gian nộp hồ sơ
2,em muốn biết thông tin về điều kiện xét tuyển học bạ ngành kiến trúc
1,cho em hỏi là học xây dựng trường mình xong thì có thể liên kết để học bên nhật không ạ
0,cho e hỏi khóa đào tạo tiếng nhật bao lâu ạ
3,thầy có thể tư vấn về ngành kỹ thuật dầu khí được không ạ
1,học chương trình đại trà nữa vẫn được đăng kí qua bên kỹ sư tài năng hoặc kỹ sư việt nhật vẫn được phải không ạ
0,quản lí công nghiệp e thi môn toán lí hoá có phải thi thêm anh không ạ
3,kỹ sư hoá ra làm gì vậy thầy
1,ngành kỹ thuật hoá học có chương trình kỹ sư việt nhật hay chương trình kỹ sư tài năng không ạ
1,thầy cho em hỏi em muốn đăng ký vào chương trình đào tạo liên kết thì phải làm sao ạ
0,cho e hỏi học phí 2 năm cuối ở nhât là bao nhiêu ạ
3,kỹ sư hoá ra làm gì vay chi
3,kỹ sư hoá ra làm gì vậy thầy
2,thưa thầy chỉ tiêu tuyển sinh của năm nay là bao nhiêu ạ
1,cho e hỏi tiếng anh e không giỏi thì có học được hệ chất lượng cao không ạ
3,thầy cho em rõ hơn về ngành kỹ thuật điện được không ạ cụ thể về trong đào tạo các chương trình của ngành với lại công việc sau khi ra trường là như thế nào ạ
3,cho em hỏi về ngành kỹ thuật hàng không
3,dạ con muốn hỏi câu hỏi thứ 2 là ngành cơ điện tử sau này có học hướng theo trí tuệ nhân tạo được không ạ
1,ngành kỹ thuật hóa học ở bách khoa giữa chất lượng cao và đại trà khác nhau như thế nào ạ
1,cho em hỏi ngành bách khoa hóa có liên kết nước ngoài không ạ
3,thầy ơi cho em xin thông tin về nhóm ngành xây dựng ạ
0,cho em hỏi trường mình tổ chức thi riêng hay lấy kết quả thi tốt nghiệp năm nay ạ
3,thầy ơi tư vấn giúp em ngành kiến trúc của trường đi ạ
1,thầy ơi cho e hỏi ngành kỹ thuật hóa ở chương trình chất lượng cao nhưng e chưa có ielts 6 0 thì trường có đào tạo không ạ
3,thầy nói qua về ngành điều khiểu tự động hóa giúp em với ngành này sẽ học những gì ạ
3,dạ em chào quý thầy cô ạ cho em hỏi về ngành cơ kỹ thuật thầy tư vấn cho em vơi ạ
3,thầy có thể cho e biết cơ hội việc làm và xu hướng tuyển dụng của ngành kỹ thuật xậy dựng với ạ
3,dạ cho em hỏi học ở bách khoa thì em muốn sau này đi theo hướng về điều khiển robot thì em nên theo học khoa học máy tính hay là điều khiển tự động hóa ạ em xin cảm ơn
3,thầy tư vấn ngành kỹ thuật điều khiển và tự động hóa đi ạ
1,dạ cho em hỏi ngành hóa liên kết quốc tế với trường nào ạ
1,cho em hỏi mình học chương trình kỹ sư việt nhật thì sao khi tốt nghiệp có được giới thiệu sang nhật làm việc không ạ
0,thầy ơi cho em hỏi ngành kỹ thuật xây dựng công trình thì bao nhiêu điểm là chắc chắn vào được ạ
3,dạ cho con hỏi trường mình có ngành nào dạy về trí tuệ nhân tạo không ạ với khoa học máy tính thì vào năm chuyên ngành có được rẽ hướng sang có được ngành về trí tuệ nhân tạo không ạ
1,cho em hỏi trường tuyển đầu vào cho hệ đại trà là bao nhiêu và hệ chất lượng cao là bao nhiêu ạ
3,thầy cho em hỏi khi học ngành vật lý kỹ thuật sẽ được học những gì và khi ra trường có thể làm được công việc gì ạ
0,cho em hỏi học phí ngành logistics với ạ
3,cho e hỏi ngành khoa học máy tính ra trường có đảm bảo tiếng anh và việc làm không ạ
3,các thầy cho em hỏi về định hướng ngành kỹ thuật máy tính ạ và sau khi ra trường có nhiều cơ hội việc làm không ạ
3,cho em hỏi về cơ hội việc làm của ngành kỹ thuật hàng không và công nghệ ô tô trong tương lai ạ
3,cơ hội làm việc ngành kỹ thuật hóa học như thế nào hả thầy
2,quy chế tuyển sinh theo trung học phổ thông có thay đổi nữa không thầy
3,nói về việc làm và xu thế của khoa điện đi thầy
2,cho em hỏi phương thức tuyển sinh còn điều chỉnh không ạ
3,tư vấn ngành công nghệ thông tin đi ạ
0,cách tính điểm của trường mình như thế nào ạ
3,cho e hỏi về ngành kỹ thuật y sinh với ạ
3,cho e hỏi về ngành công nghệ ô tô với ạ
2,cho em hỏi cuộc thi đánh giá năng lực có lịch chính thức chưa ạ
3,việc làm và xu thế các ngành của khoa điện sẽ thế nào ạ
1,cho hỏi chưa có chứng chỉ tiếng anh có thể đăng ký nguyện vọng vào học chương trình chất lượng cao được không ạ
1,trường mình có liên thông từ trường trung cấp nghề ngành công nghệ ô tô lên đại học không ạ
2,cho hỏi trường có xét học bạ vào công nghệ thông tin không ạ
2,ưu tiên xét tuyển là xét 3 môn theo khối ngành thôi hay là trung bình tất cả các môn ạ
2,thầy cho em hỏi tiêu chí ra sao để đánh giá xét tuyển thẳng thưa thầy
2,cho e hòi muốn hoc ngành tư đông hóa liên kết nhât bản thì hình thức xét tuyển và thi tuyển như thế nào ạ
0,cho em hỏi trường năm nay lấy bao nhiêu điểm thế ạ
2,thầy ơi ngành kỹ thuật máy tính chất lượng cao em thấy năm ngoái không có xét điểm thi đánh giá năng lực năm nay có dự định khoa học ạ
2,thầy ơi năm ngoái kỹ thuật môi trường chất lượng cao không có xét điểm đánh giá năng lực năm nay có xét không ạ
0,làm sao để vào lớp tài năng ạ
2,cho e hỏi 3 năm cấp ba em đều là học sinh giỏi điểm tổng kết toán lí hoá trên 83 có giấy chứng nhận học sinh giỏi tỉnh khoa học kỹ thuật giải tư thì có được tuyển thẳng không ạ
1,chương trình chất lượng cao có cần chứng chỉ tiếng anh gì không ạ
1,chào các thầy thầy cho e hỏi sau năm đầu tiên có thể chuyển từ ngành này sang ngành khác chuyển từ đại trà lên chất lượng cao không ạ
1,cho em hỏi những ngành nào có chương trình đào tạo chất lượng cao vậy ạ
2,xét học bạ với xét điểm tốt nghiệp cái nào ưu tiên hơn ạ
2,cho e hỏi trung học phổ thông phú nhuận thành phố hồ chí minh có được ưu tiên xét tuyển không ạ
3,chương trình chính quy và chất lượng cao khoa học máy tính khác nhau sao ạ
1,cho em hỏi thời gian pre uni học tiếng anh đối với chương trình chất lượng cao thường kéo dài bao nhiêu năm ạ
2,thưa thầy cho em hỏi ứng tuyển xét thẳng cần những gì ạ
2,ưu tiên xét tuyển có được xét tuyển vào ngành công nghệ thông tin không ạ
1,cho em hỏi học phí của hệ đại trà hệ chất lượng cao dao động như thế nào vậy ạ
2,thầy ơi cho em hỏi trường chuyên và có giải thì có được ưu tiên khi xét học bạ không ạ
1,ad ơi cho em hỏi là mình theo học hệ chính quy sau này mình có cơ hội đi du học không ạ có chuyển được sang liên kết quốc tế chẳng hạn em cảm ơn ạ
1,cho em hỏi ngành công nghệ thông tin có chương trình chất lượng cao bằng tiếng anh không ạ
2,ngành kỹ thuật xây dựng thì năm nay trường dự định lấy bao nhiêu điểm của kì thi đánh giá năng lực vậy ạ
2,em năm lớp 10 có đề tài khoa học kỹ thuật đặt giải 4 quốc gia lĩnh vực cơ khí có được tuyển thẳng không ạ
1,lớp chất lượng cao so với lớp đại trà thì cái nào dễ xin việc hơn ạ
2,con tôi lớp 10 lớp 11 học ky 2 lớp 12 giỏi có hy vọng xét tuyển thẳng được không
1,lớp chất lượng cao có yêu cầu về tiếng anh gì không ạ
1,cho em hỏi là nếu học chương trình chất lượng cao nhưng không đạt chuẩn tiếng anh đầu vào thì phải học 1 học kỳ pre đúng không ạ
2,cho hỏi học sinh giỏi trường chuyên lê thánh tông hội an quảng nam có thuộc top ưu tiên xét tuyển của đại học quốc gia thành phố hồ chí minh không ạ
0,thi công nghệ thực phẩm có cần thi tiếng anh không ạ
2,em có giải 4 quốc gia khoa học kỹ thuật với nhất khoa học kỹ thuật cấp tỉnh cho em hỏi làm hồ sơ ưu tiên xét tuyển như thế nào ạ
1,e học hệ đại trà 1 năm sao đó có nguyện vọng chuyển sang học chất lượng cao hay liên kết thì được không ạ
1,chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ
2,thầy ơi năm ngoái kỹ thuật môi trường chất lượng cao em khoa học thấy có xét trong đánh giá năng lực năm nay có dự định xét không ạ
2,thí sinh tự do đã tốt nghiệp có được dùng kết quả thi tốt nghiệp trung học phổ thông 2020 để xét tuyển không ạ và chỉ tiêu bao nhiêu mong btv trả lời giúp em
2,cho em hỏi điểm ưu tiên xét tuyển sẽ chấm điểm học bạ chủ yếu lớp 12 hay đều cả ba khối
2,cho em hỏi là ưu tiên xét tuyển thì điểm trung bình ngành khoa học máy tính mọi năm thuộc khoảng bao nhiêu ạ
2,cho em hỏi về xét tuyển ngành kiến trúc ạ
2,danh sách trường ưu tiên xét tuyển xem ở đâu ạ
2,dạ cho em hỏi em muốn xem diện ưu tiên xét tuyển và cách đăng ký xét tuyển ở đâu ạ
2,cho em hỏi em thi vào ngành quản lý công nghiệp theo khối a00 thì vẫn xét tiêu chí phụ theo môn anh văn ạ
2,ưu tiên xét tuyển thì cần chuẩn bị những gì và hạn chót cho phương thức này là bao giờ vậy ạ
2,cho em hỏi em có thể theo dõi thông tin về ưu tiên xét tuyển ở đâu và đăng ký vào thời gian nào như thế nào ạ
2,nhà trường lấy bào nhiêu phần trăm đánh giá năng lực để tuyển ạ
0,thầy ơi cho em hỏi ngành kiến trúc vẫn thi vẽ môn năng khiếu phải không ạ
0,cho em hỏi tổ hợp môn khoa học tự nhiên lấy 1 đầu điểm vậy số câu của từng môn trong bài tổ hợp sẽ là bao nhiêu ạ
2,cho em hỏi xét tuyển học bạ thì những mục nào được ưu tiên ạ
2,cho e hỏi ngành khoa học máy tính với kỹ thuật máy tính năm nay lấy chỉ tiêu bao nhiêu ạ
1,dạ chương trình việt pháp và kỹ sư tài năng có điều kiện duy trì không ạ
2,cho em hỏi về việc xét tuyển của ngành kiến trúc như thế nào ạ
2,cho em hỏi công nghệ sinh học năm nay lấy chỉ tiêu bao nhiêu vậy ạ
2,cho em hỏi là ưu tiên xét tuyển em có thể vừa nộp ngành khoa học máy tính vừa nộp kỹ thuật máy tính được không ạ
2,cho em hỏi ngành kỹ thuật oto năm nay tiêu chí xét tuyển như thế nào ạ
2,cho em hỏi xét tuyển đối với kỹ thuật dầu khí ạ
2,kỹ thuật ô tô hệ đại trà tuyển bao nhiêu vậy ad
2,cho mình hỏi ngành điện điện tử lấy bao nhiêu chỉ tiêu thế
2,dạ có dự kiến chỉ tiêu ngành kỹ thuật ôtô không ạ
2,xét tuyển theo ưu tiên xét tuyển là mình cần làm những gì ạ
2,danh sách trường ưu tiên xét tuyển xem ở đâu ạ
2,cho em hỏi em không có giải quốc gia gì hết có được xét ưu tiên xét tuyển không ạ
0,em muốn hỏi bên mình có chính sách học bổng không ạ kiểu 24 hay 26đ là giảm được nhiêu phần trăm không ạ
2,điểm đánh giá năng lực có sau ngày thi nhiêu ngày ạ
0,em là thí sinh tự do thi tốt nghiệp trung học phổ thông vào trường mình được không ạ
2,kết quả ưu tiên xét tuyển có được công bố trước khi thi tốt nghiệp không thầy
2,trường có xét tuyển học bạ không ạ ngành nào ạ e có bằng học sinh giỏi cấp tỉnh thì có được ưu tiên gì không ạ
0,điểm sàn kỹ thuật ô tô là tầm bao nhiêu ạ
1,ngành kỹ thuật hoá học có chương trình kỹ sư tài năng không ạ
2,cho em hỏi em ở ngoài bắc phải nộp hồ sơ như nào ạ
2,cho em hỏi khi nào nộp hồ sơ xin xét tuyển thẳng theo học bạ ạ
2,đánh giá năng lực khoảng bao nhiêu điểm thì chắc chắn sẽ được vào trường ạ
0,cho em hỏi ngành điện tử viễn thông học phí bao nhiêu hk ạ
2,điểm xét tuyển đánh giá năng lực ngành công nghệ thông tin là bao nhiêu ạ
2,dạ cho em hỏi tiêu chí xét diện ưu tiên xét tuyển ạ
1,ngành công nghệ thực phẩm có chương trình kỹ sư tài năng không ạ
2,điểm xét tuyển đánh giá năng lực của ngành công nghệ sinh học của trường mình là bao nhiêu vậy ạ
1,cho em hỏi đối với ngành kỹ thuật dầu khí có những chương trình nào ạ
0,cơ sở 2 của trường ở đâu thế ad
2,chỉ tiêu ngành công nghệ thực phẩm là bao nhiêu ạ
2,cho mình hỏi chỉ tiêu ngành điện điện tử là bao nhiêu thế
2,thời gian nộp hồ sơ xét tuyển theo diện ưu tiên xét tuyển vậy ạ
2,cho em hỏi có xét tuyển bằng phương thức học bạ không ạ
3,cho em xin review nhóm ngành thực phẩm hoá sinh với ạ
1,trường mở ngành chất lượng cao vậy có còn hệ chính quy không ạ
0,công nghệ thực phẩm học hết 4 năm thì học phí là bao nhiêu ạ
2,ngành kỹ thuật xây dựng năm nay trường xét tuyển theo những phương thức nào ạ
0,cho em hỏi kỹ sư việt nhật học phí bao nhiêu vậy ạ
0,em muốn vô logistics mà e không biết có nhận bằng tiếng anh không ạ
1,cho em hỏi ngành công nghệ thông tin có chương trình chất lượng cao bằng tiếng anh không ạ
2,chỉ tiêu công nghệ sinh là bao nhiêu ạ
2,thầy cô cho em hỏi chỉ tiêu ưu tiên xét tuyển năm nay là bao nhiêu ạ
3,có a chị nào học kỹ thuật hoá không ạ cho e xin review ạ
2,đăng kí xét tuyển ở đâu ạ
3,có ai học xây dựng không ạ cho e xin tí review
2,năm nay được bao nhiêu xét tuyển vào khoa điều khiển và tự động hóa nếu chọn phương thức xét tuyển tốt nghiệp phổ thông thầy ơi
3,có ai điện tử viễn thông không ạ
1,chương trình việt pháp học phí thế nào ạ
3,ở đây có ai kỹ thuật dầu khí không
2,ngành điện điện tử lấy bao nhiêu chỉ tiêu thế
2,thi đánh giá năng lực mình có ôn cụ thể không ạ hay là đề ra sao ạ
3,ở đây ai thi công nghệ nhiệt không
2,xét điểm học bạ thì tính điểm như nào anh em
2,thầy ơi phương thức tuyển sinh trường mình chốt chưa ạ
2,chỉ tiêu xét tuyển của trường lấy điểm đánh giá năng lực là bn
0,em muốn học kỹ thuật hóa mà em có thể xét cả 2 khối b với d07 được không ạ
2,ad cho em hỏi ngành công nghệ sinh học của bách khoa tuyển sinh sao ạ
2,kỹ thuật ô tô năm nay chỉ tiêu bao nhiêu vậy ad cho em hỏi
1,dạ chương trình chất lượng cao khác chương trình chính quy sao ạ
2,chỉ tiêu mỗi ngành khi nào công bố ạ
2,cho em hỏi ngành ôtô năm nay lấy bao nhiêu chỉ tiêu ạ
2,ngành kỹ thuật ô tô lấy chỉ tiêu bao nhiêu vậy thầy
2,chỉ tiêu ngành điện điện tử là bao nhiêu thế
2,tuyển thằng điều kiện là gì vậy ạ
3,thầy ơi ngành điện thì sao vậy thầy em cảm ơn ạ
1,cho em hỏi ngành khoa học máy tính chương trình thường có giảng dạy bằng tiếng anh không ạ
2,kỹ thuật chỉ tiêu đại trà năm nay lấy bao nhiêu vậy ad
2,khi nào có link đăng ký ưu tiên xét tuyển và kết quả ưu tiên xét tuyển sẽ công bố trước hay sau kỳ thi đánh giá năng lực ạ
0,tỉ lệ chọi ngành kiến trúc năm trước bao nhiêu vậy ạ
2,ưu tiên xét tuyển thì xác suất đậu cao không ạ
3,dạ kỹ thuật máy tính khác khoa học máy tính cái gì ạ
0,năm nay logistics lấy bao nhiêu chỉ tiêu ạ
3,ad cho mình hỏi điện lực là ngành nào vậy
0,cho e hỏi ngành khoa học máy tính với kỹ thuật máy tính năm nay lấy chỉ tiêu bao nhiêu ạ
0,ngành công nghệ thực phẩm khối b xét sao vậy ạ
0,nhóm ngành kỹ thuật điều kiển và tự động hóa có phải thuộc công nghệ thông tin hay cơ khí vậy ạ
2,cho em hỏi ngành công nghệ sinh học tuyển sinh sao ạ
2,cho em hỏi về việc xét tuyển của ngành kiến trúc có môn vẽ thì sẽ tuyển sinh như thế nào ạ
0,cho em hỏi một ngành gồm 2 khối thi thì có chia đều chỉ tiêu cho 2 khối hay là điểm đầu vào như nhau ạ
3,ngành kỹ thuật ô tô có gì mới không ạ
0,cho em hỏi kỹ thuật ô tô đại trà năm nay chỉ tiêu bao nhiêu v
0,ngành công nghệ sinh học toán hóa sinh thì xét tuyển sao ạ
1,cho em hỏi tuyển sinh kỹ thuật dầu khí với ạ có những chương trình nào ạ em cảm ơn
2,em thi ngành dầu khí thì xét tuyển sao ạ
1,dạ cho em chương trình đại học chính quy và chương trình chất lượng cao ngành khoa học máy tính khác nhau sao ạ
2,cho e hỏi điểm thi đánh giá năng lực có thể đăng kí tối đa bao nhiêu nguyện vọng vậy ạ
2,cho em hỏi ngành công nghệ sinh học của bách khoa tuyển sinh như thế nào ạ
2,thầy ơi ưu tiên xét tuyển thì tầm bao nhiêu điểm sẽ an toàn vậy thầy
3,cho em hỏi lộ trình học của khoa học máy tính với ngành kỹ thật máy tính chương trình chuẩn ạ
0,năm nay có tăng học phí không ạ
2,cho e hỏi kỹ thuật hoá học xét tuyển như thế nào ạ
2,ưu tiên xét tuyển cần chuẩn bị những gì vậy ạ
2,khi nào có link đăng ký ưu tiên xét tuyển và kết quả ưu tiên xét tuyển sẽ công bố trước hay sau kỳ thi đánh giá năng lực ạ
2,bao giờ nhận hồ sơ ưu tiên xét tuyển ạ
2,e học sinh trường thường vào được đội tuyển thi học sinh giỏi quốc gia của tỉnh có được ưu tiên xét tuyển không ạ
0,đăng kí học công nghệ thông tin mà hiện tại chưa biết gì về công nghệ thông tin thì có theo học được không ạ
0,thầy ơi đủ điểm vào trường thì có xét tiêu chí phụ là học bạ không thầy hay là đủ điểm là được vào ạ
2,cho em hỏi khoa học máy tính thì có những cách xét tuyển nào ạ
2,cho em hỏi về việc xét tuyển của ngành kiến trúc ạ
1,học liên kết quốc tế thì cần học triết không ạ
2,ưu tiên xét tuyển thì trường sẽ xét như thế nào ạ
1,ngành kỹ thuật hóa có chương trình chất lượng cao không ạ
1,thầy ơi chương trình liên kết em sẽ được học như thế nào ạ
1,chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ
3,em hỏi thông tin về ngành công nghệ sinh ạ
2,thầy ơi thầy có thể làm rõ hơn việc xét tuyển bằng học bạ được không ạ
