label,content,_id
3,cho e hỏi quản lí công nghiệp có đào tạo chuyên sâu vào từng nội dung không ạ e thấy nó có quá nhìu mảng khác nhau cần đạo tạo,f38e9fcc
3,cho em hỏi sự khác nhau giữa điện tử và kỹ thuật điện ạ,929bf86c
1,cho em hỏi về ngành kỹ thuật điện tử viễn thông tiên tiến ạ,7ca1dc73
1,cho mình hỏi thăm sinh viên tốt nghiệp 1 ngành trường mình có thể đăng ký học văn bằng 2 học khoa học máy tính hay kỹ thuật máy tính được không,b6954233
2,mình đăng kí số nguyện vọng vào bách khoa theo phuong thức tốt nghiệp trung học phổ thông thì đăng ký bao nhiêu nguyện vọng cũng được đúng không ạ,76d1df31
0,cách chia chuyên ngành trong khoa hoá như thế nào ạ,86379b0d
0,em muốn hỏi kỹ thuật hệ thống công nghiệp có nhiều nữ không ạ,bcc0942c
0,hình như nếu xét trung học phổ thông thì được bao nhiêu nguyện vọng cũng được đúng không ạ,c00ac7a1
0,kỹ thuật ô tô tầm mấy năm ra trường vậy ạ chưa kể thời gian học lại,4ed43927
3,cho em hỏi về ngành 208 ạ,2857e050
0,cho e hỏi nữ học ngành kỹ thuật vật lí với ạ,9d9c0e9f
3,kỹ thuật máy tính với khoa học máy tính khác chỗ nào vậy mn,590fc577
0,27 6 có cơ hội đậu ô tô không anh chị,f8b9d364
0,dạ cho e hỏi 27 5 có đậu khoa học máy tính không ạ,806e1f3e
0,bách khoa cần tiếng anh quá nhiều không anh,15e2f526
3,ngành 208 có cơ hội việc làm thế nào ạ,eb7683f7
3,cho e hỏi về ngành kiến trúc ạ,17890f0e
3,cho em hỏi điện tử viễn thông ra là gì và cơ hội việc làm ạ,1896a9f4
2,ai điểm trung học phổ thông cao nhát khi đăng kí nhóm ngành xây dựng thì sẽ được chọn ngành phải không anh,b94dd2c4
3,cho em hỏi xíu về chương trình của kỹ thuật môi trường và quản lý tài nguyên môi trường của trường ạ cơ hội nghề nghiệp nữa ạ,f4e98a66
0,học phí học lại của k20 tính sao vậy ạ,697179ab
3,cho em xin thêm về ngành kỹ thuật hàng không đi ạ,92a4cac1
0,cho e hỏi về kiến trúc lấy bao nhiêu điểm,7e9edafb
3,cho e hỏi về chương trình học ngành xây dựng ạ,baf53e9e
3,cho em hỏi thêm về kiến trúc ạ,e7c2ac43
3,ngành kỹ thuật máy tính chương trình học rộng hơn hay hẹp hơn so với ngành khoa học máy tính vậy anh chị,70cf0a30
3,cho em hỏi ngành kỹ thuật xây dựng ạ,4093d55f
3,cho em hỏi về logistics ạ,935b4853
3,em muốn hỏi thêm về ngành vật lý kỹ thuật thì sao ạ,c83a4992
3,cho em hỏi về ngành điều khiển và tự động hoá ạ,6aa038e8
3,cho em hỏi là kỹ thuật máy tính có giống kỹ thuật phần mềm không ạ,c86a0eb2
3,cho em hỏi về ngành dầu khí ạ,56110d09
3,cho em hỏi về ngành dầu khí,aae6a579
3,cho e hỏi về ngành kiến trúc,cd4d5aaa
3,anh ơi phân tích cơ kỹ thuật thử đi anh,09d2e449
0,cho e hỏi điểm chuẩn và chỉ tiêu của ngành kiến trúc tầm bao nhiêu ạ,ae543dc1
3,cho e hỏi về kỹ thuật môi trường,734f9de2
3,cho em hỏi ngành vật lý kỹ thuật và cơ kỹ thuật ạ,99b64ff9
1,cho e hỏi ngành kỹ thuật cơ khí ạ hệ chất lượng cao ạ,f82392eb
3,cơ hội việc làm bão dưỡng công nghiệp cao không ạ,4377f356
3,e muốn anh chị tư vấn dùm ngành cơ kỹ thuật ạ,7e0e4011
0,kỹ thuật xây dựng năm nay lấy bao nhiêu ạ,bd33652e
0,mọi người nghĩ điện năm nay tầm bao nhiêu điểm,6a9399fc
0,mức điểm kỹ thuật ôtô đi ạ,aceb2ff3
0,kỹ thuật xây dựng anh nghĩ bao nhiêu điểm năm nay vậy anh,4e57afc9
0,anh chị ơi em thi được 2495 có vào được ngành kỹ thuật xây dựng hong mấy anh chị,9bd174d9
3,ngành kỹ thuật máy tính có khó không cô,594ff787
0,điểm năm nay có cao lắm không vậy ạ,000a8084
0,cho em hỏi năm 2019 thì trường lấy điểm vào pfiev theo điểm trung học phổ thông gq ngành kỹ thuật hàng không là bao nhiêu ạ,a75c7948
1,chương trình của việt pháp dạy hoàn toàn bằng tiếng việt hay sao ạ và yêu cầu chuẩn đầu ra như thế nào,9faf177b
0,các môn học có giống như chương trình đại trà không ạ em nghe nói nặng lắm,4f52009a
3,dạ cho em về ngành kỹ thuật hàng không ạ,bae69a0c
2,em muốn hỏi là mình đăng kí xét tuyển chương trình việt pháp như thế nào ạ,6cb9630e
2,cách tuyển sinh như thế nào ạ,ac54bbea
0,cho em hỏi khi nào sẽ thông báo kết quả xét tuyển chương trình chất lượng cao p f i e v hiện nay cháu đã đk nhập học chương trình đại trà rồi,45a41ac8
1,cho e hỏi đk kỹ thuật điện đại trà hay chất lượng cao là được đk học chương trình việt pháp ạ,a043eaf5
1,sinh viên tốt nghiệp rồi thì làm sao quay lại học priev được ạ,89e12efc
0,dạ cho em hỏi về cơ hội du học ngành kỹ thuật hàng không ạ,3c6aa1a7
1,cho e hỏi là ngành kỹ thuật hàng không thì nên học chương trình chất lượng cao hay đăng kí vô kỹ sư việt pháp ạ,d650b29a
3,chào thầy cô em là sinh viên trúng tuyển khoa máy tính thầy cô có thể tư vấn cho em sinh viên khoa máy tính có những hướng đi nào,0bfc124e
3,dạ cho em hỏi hôm nay có nói về ngành kỹ thuật máy tính không ạ,f0956235
1,ngành kỹ thuật hàng không có chương trình này không nhỉ,d549e284
3,dạ cho em về ngành kỹ thuật hàng không ạ,72326335
3,cho em hỏi về ngành công nghệ sinh học ạ,c68e6fc0
2,khi nào có kết quả xét tuyển bằng kết quả đánh giá năng lực ạ,a2054d78
2,khi nào có kết quả xét tuyển chương trình việt pháp bằng đánh giá năng lực ạ,02387877
0,học phí chương trình này là bao nhiêu ạ,aaf5f419
1,chương trình này khác với chương trình bình thường như thế nào ạ ví dụ như tín chỉ ạ,a84c5074
1,ngành kỹ thuật máy tính chương trình chất lượng cao sinh viên thuộc dt đối tượng vùng đại học bách khoa có được giảm học phí không ạ,473e9c6d
1,dạ em hỏi về chương trình đi du học nếu học kỹ thuật hàng không ạ,8b4b9eff
1,dạ em xin hỏi là khi nào có tư vấn về ngành khoa học máy tính chất lượng cao vậy ạ,ef190651
0,em xin hỏi là khi nào mình biết được kết quả đăng kí ạ,170f6ae7
0,học phí giữa chất lượng cao với đại trà của tự động hoá khác như nào ạ,6156789b
3,ai biết về ngành bảo dưỡng công nghiệp tư vấn hộ chút ạ,1a9d1c42
0,cơ điện tử năm nay tầm bao nhiêu ạ,e68b0967
0,kỹ thuật hóa học năm nay tầm bao nhiêu điểm mọi người,8cb0ef64
0,năm nay tầm bao nhiêu điểm để đậu chuyên ngành khoa học máy tính đại trà ở trường mình ạ,c9e442b2
2,cô cho em hỏi xét tuyển học bạ ngành kiến trúc hồ sơ gồm những loại nào hình thức và thời gian nộp hồ sơ,eaf15b7d
2,em muốn biết thông tin về điều kiện xét tuyển học bạ ngành kiến trúc,83aa26f8
1,cho em hỏi là học xây dựng trường mình xong thì có thể liên kết để học bên nhật không ạ,1848d526
0,cho e hỏi khóa đào tạo tiếng nhật bao lâu ạ,8bc17983
3,thầy có thể tư vấn về ngành kỹ thuật dầu khí được không ạ,73463fa8
1,học chương trình đại trà nữa vẫn được đăng kí qua bên kỹ sư tài năng hoặc kỹ sư việt nhật vẫn được phải không ạ,17d39266
0,quản lí công nghiệp e thi môn toán lí hoá có phải thi thêm anh không ạ,600363fd
3,kỹ sư hoá ra làm gì vậy thầy,f4d0d35f
1,ngành kỹ thuật hoá học có chương trình kỹ sư việt nhật hay chương trình kỹ sư tài năng không ạ,e9f2fdc5
1,thầy cho em hỏi em muốn đăng ký vào chương trình đào tạo liên kết thì phải làm sao ạ,ea536488
0,cho e hỏi học phí 2 năm cuối ở nhât là bao nhiêu ạ,a3fbd61c
3,kỹ sư hoá ra làm gì vay chi,2397212a
3,kỹ sư hoá ra làm gì vậy thầy,e1872f6b
2,thưa thầy chỉ tiêu tuyển sinh của năm nay là bao nhiêu ạ,4464e025
1,cho e hỏi tiếng anh e không giỏi thì có học được hệ chất lượng cao không ạ,15017b60
3,thầy cho em rõ hơn về ngành kỹ thuật điện được không ạ cụ thể về trong đào tạo các chương trình của ngành với lại công việc sau khi ra trường là như thế nào ạ,71d133c1
3,cho em hỏi về ngành kỹ thuật hàng không,7d1091ec
3,dạ con muốn hỏi câu hỏi thứ 2 là ngành cơ điện tử sau này có học hướng theo trí tuệ nhân tạo được không ạ,360cdca9
1,ngành kỹ thuật hóa học ở bách khoa giữa chất lượng cao và đại trà khác nhau như thế nào ạ,005bf053
1,cho em hỏi ngành bách khoa hóa có liên kết nước ngoài không ạ,a7e04183
3,thầy ơi cho em xin thông tin về nhóm ngành xây dựng ạ,2a1154f1
0,cho em hỏi trường mình tổ chức thi riêng hay lấy kết quả thi tốt nghiệp năm nay ạ,782d9f21
3,thầy ơi tư vấn giúp em ngành kiến trúc của trường đi ạ,0f1dfc69
1,thầy ơi cho e hỏi ngành kỹ thuật hóa ở chương trình chất lượng cao nhưng e chưa có ielts 6 0 thì trường có đào tạo không ạ,f16bf613
3,thầy nói qua về ngành điều khiểu tự động hóa giúp em với ngành này sẽ học những gì ạ,4613617b
3,dạ em chào quý thầy cô ạ cho em hỏi về ngành cơ kỹ thuật thầy tư vấn cho em vơi ạ,8473ae6c
3,thầy có thể cho e biết cơ hội việc làm và xu hướng tuyển dụng của ngành kỹ thuật xậy dựng với ạ,8cf34ac6
3,dạ cho em hỏi học ở bách khoa thì em muốn sau này đi theo hướng về điều khiển robot thì em nên theo học khoa học máy tính hay là điều khiển tự động hóa ạ em xin cảm ơn,ef9a29d2
3,thầy tư vấn ngành kỹ thuật điều khiển và tự động hóa đi ạ,f35581c7
1,dạ cho em hỏi ngành hóa liên kết quốc tế với trường nào ạ,4a055dfa
1,cho em hỏi mình học chương trình kỹ sư việt nhật thì sao khi tốt nghiệp có được giới thiệu sang nhật làm việc không ạ,389be5a2
0,thầy ơi cho em hỏi ngành kỹ thuật xây dựng công trình thì bao nhiêu điểm là chắc chắn vào được ạ,e283e19b
3,dạ cho con hỏi trường mình có ngành nào dạy về trí tuệ nhân tạo không ạ với khoa học máy tính thì vào năm chuyên ngành có được rẽ hướng sang có được ngành về trí tuệ nhân tạo không ạ,ecca6728
1,cho em hỏi trường tuyển đầu vào cho hệ đại trà là bao nhiêu và hệ chất lượng cao là bao nhiêu ạ,476cf3ad
3,thầy cho em hỏi khi học ngành vật lý kỹ thuật sẽ được học những gì và khi ra trường có thể làm được công việc gì ạ,e727a9dc
0,cho em hỏi học phí ngành logistics với ạ,76586351
3,cho e hỏi ngành khoa học máy tính ra trường có đảm bảo tiếng anh và việc làm không ạ,23aa4938
3,các thầy cho em hỏi về định hướng ngành kỹ thuật máy tính ạ và sau khi ra trường có nhiều cơ hội việc làm không ạ,b751d2a5
3,cho em hỏi về cơ hội việc làm của ngành kỹ thuật hàng không và công nghệ ô tô trong tương lai ạ,e0fcac8a
3,cơ hội làm việc ngành kỹ thuật hóa học như thế nào hả thầy,288d8296
2,quy chế tuyển sinh theo trung học phổ thông có thay đổi nữa không thầy,f3baa458
3,nói về việc làm và xu thế của khoa điện đi thầy,0a28649a
2,cho em hỏi phương thức tuyển sinh còn điều chỉnh không ạ,5d16aa0f
3,tư vấn ngành công nghệ thông tin đi ạ,543fbb43
0,cách tính điểm của trường mình như thế nào ạ,106ca553
3,cho e hỏi về ngành kỹ thuật y sinh với ạ,eba174bf
3,cho e hỏi về ngành công nghệ ô tô với ạ,8cbe238d
2,cho em hỏi cuộc thi đánh giá năng lực có lịch chính thức chưa ạ,d9c24702
3,việc làm và xu thế các ngành của khoa điện sẽ thế nào ạ,207e1fbd
1,cho hỏi chưa có chứng chỉ tiếng anh có thể đăng ký nguyện vọng vào học chương trình chất lượng cao được không ạ,17cdb987
1,trường mình có liên thông từ trường trung cấp nghề ngành công nghệ ô tô lên đại học không ạ,356ba4b0
2,cho hỏi trường có xét học bạ vào công nghệ thông tin không ạ,5bd2682b
2,ưu tiên xét tuyển là xét 3 môn theo khối ngành thôi hay là trung bình tất cả các môn ạ,134d3041
2,thầy cho em hỏi tiêu chí ra sao để đánh giá xét tuyển thẳng thưa thầy,728e511e
2,cho e hòi muốn hoc ngành tư đông hóa liên kết nhât bản thì hình thức xét tuyển và thi tuyển như thế nào ạ,c54b4a5a
0,cho em hỏi trường năm nay lấy bao nhiêu điểm thế ạ,0e9dcdbd
2,thầy ơi ngành kỹ thuật máy tính chất lượng cao em thấy năm ngoái không có xét điểm thi đánh giá năng lực năm nay có dự định khoa học ạ,8c76221a
2,thầy ơi năm ngoái kỹ thuật môi trường chất lượng cao không có xét điểm đánh giá năng lực năm nay có xét không ạ,ffd6be8f
0,làm sao để vào lớp tài năng ạ,38ca5623
2,cho e hỏi 3 năm cấp ba em đều là học sinh giỏi điểm tổng kết toán lí hoá trên 83 có giấy chứng nhận học sinh giỏi tỉnh khoa học kỹ thuật giải tư thì có được tuyển thẳng không ạ,9b62bd54
1,chương trình chất lượng cao có cần chứng chỉ tiếng anh gì không ạ,6765ff5a
1,chào các thầy thầy cho e hỏi sau năm đầu tiên có thể chuyển từ ngành này sang ngành khác chuyển từ đại trà lên chất lượng cao không ạ,ea97fe0e
1,cho em hỏi những ngành nào có chương trình đào tạo chất lượng cao vậy ạ,402230c2
2,xét học bạ với xét điểm tốt nghiệp cái nào ưu tiên hơn ạ,5ad96a1f
2,cho e hỏi trung học phổ thông phú nhuận thành phố hồ chí minh có được ưu tiên xét tuyển không ạ,b8129304
3,chương trình chính quy và chất lượng cao khoa học máy tính khác nhau sao ạ,64d38644
1,cho em hỏi thời gian pre uni học tiếng anh đối với chương trình chất lượng cao thường kéo dài bao nhiêu năm ạ,464e53c8
2,thưa thầy cho em hỏi ứng tuyển xét thẳng cần những gì ạ,69f7970e
2,ưu tiên xét tuyển có được xét tuyển vào ngành công nghệ thông tin không ạ,ed235cfe
1,cho em hỏi học phí của hệ đại trà hệ chất lượng cao dao động như thế nào vậy ạ,c5b8dd9e
2,thầy ơi cho em hỏi trường chuyên và có giải thì có được ưu tiên khi xét học bạ không ạ,f4700446
1,ad ơi cho em hỏi là mình theo học hệ chính quy sau này mình có cơ hội đi du học không ạ có chuyển được sang liên kết quốc tế chẳng hạn em cảm ơn ạ,53db9acc
1,cho em hỏi ngành công nghệ thông tin có chương trình chất lượng cao bằng tiếng anh không ạ,804a1710
2,ngành kỹ thuật xây dựng thì năm nay trường dự định lấy bao nhiêu điểm của kì thi đánh giá năng lực vậy ạ,9fb94a69
2,em năm lớp 10 có đề tài khoa học kỹ thuật đặt giải 4 quốc gia lĩnh vực cơ khí có được tuyển thẳng không ạ,b495c42c
1,lớp chất lượng cao so với lớp đại trà thì cái nào dễ xin việc hơn ạ,16cfb15e
2,con tôi lớp 10 lớp 11 học ky 2 lớp 12 giỏi có hy vọng xét tuyển thẳng được không,fdab9d60
1,lớp chất lượng cao có yêu cầu về tiếng anh gì không ạ,6d1ab71c
1,cho em hỏi là nếu học chương trình chất lượng cao nhưng không đạt chuẩn tiếng anh đầu vào thì phải học 1 học kỳ pre đúng không ạ,bbff4d8f
2,cho hỏi học sinh giỏi trường chuyên lê thánh tông hội an quảng nam có thuộc top ưu tiên xét tuyển của đại học quốc gia thành phố hồ chí minh không ạ,ac9fd944
0,thi công nghệ thực phẩm có cần thi tiếng anh không ạ,45f0a146
2,em có giải 4 quốc gia khoa học kỹ thuật với nhất khoa học kỹ thuật cấp tỉnh cho em hỏi làm hồ sơ ưu tiên xét tuyển như thế nào ạ,69248398
1,e học hệ đại trà 1 năm sao đó có nguyện vọng chuyển sang học chất lượng cao hay liên kết thì được không ạ,cc2e51e8
1,chương trình chất lượng cao và liên kết có những điểm nào khác nhau ạ,924b55ca
2,thầy ơi năm ngoái kỹ thuật môi trường chất lượng cao em khoa học thấy có xét trong đánh giá năng lực năm nay có dự định xét không ạ,6a49e8a9
2,thí sinh tự do đã tốt nghiệp có được dùng kết quả thi tốt nghiệp trung học phổ thông 2020 để xét tuyển không ạ và chỉ tiêu bao nhiêu mong btv trả lời giúp em,101f73d2
2,cho em hỏi điểm ưu tiên xét tuyển sẽ chấm điểm học bạ chủ yếu lớp 12 hay đều cả ba khối,333fdc04
2,cho em hỏi là ưu tiên xét tuyển thì điểm trung bình ngành khoa học máy tính mọi năm thuộc khoảng bao nhiêu ạ,6e2308f1
2,cho em hỏi về xét tuyển ngành kiến trúc ạ,16309a92
2,danh sách trường ưu tiên xét tuyển xem ở đâu ạ,1b526f18
2,dạ cho em hỏi em muốn xem diện ưu tiên xét tuyển và cách đăng ký xét tuyển ở đâu ạ,e9537d26
2,cho em hỏi em thi vào ngành quản lý công nghiệp theo khối a00 thì vẫn xét tiêu chí phụ theo môn anh văn ạ,b9a0ab0d
2,ưu tiên xét tuyển thì cần chuẩn bị những gì và hạn chót cho phương thức này là bao giờ vậy ạ,b70ab5f2
2,cho em hỏi em có thể theo dõi thông tin về ưu tiên xét tuyển ở đâu và đăng ký vào thời gian nào như thế nào ạ,78a089b3
2,nhà trường lấy bào nhiêu phần trăm đánh giá năng lực để tuyển ạ,03324f7a
0,thầy ơi cho em hỏi ngành kiến trúc vẫn thi vẽ môn năng khiếu phải không ạ,0232a456
0,cho em hỏi tổ hợp môn khoa học tự nhiên lấy 1 đầu điểm vậy số câu của từng môn trong bài tổ hợp sẽ là bao nhiêu ạ,6f0f15dd
2,cho em hỏi xét tuyển học bạ thì những mục nào được ưu tiên ạ,6b744170
2,cho e hỏi ngành khoa học máy tính với kỹ thuật máy tính năm nay lấy chỉ tiêu bao nhiêu ạ,55b83c99
1,dạ chương trình việt pháp và kỹ sư tài năng có điều kiện duy trì không ạ,d101d3cb
2,cho em hỏi về việc xét tuyển của ngành kiến trúc như thế nào ạ,e948d8af
2,cho em hỏi công nghệ sinh học năm nay lấy chỉ tiêu bao nhiêu vậy ạ,ab14cc0e
2,cho em hỏi là ưu tiên xét tuyển em có thể vừa nộp ngành khoa học máy tính vừa nộp kỹ thuật máy tính được không ạ,1855e087
2,cho em hỏi ngành kỹ thuật oto năm nay tiêu chí xét tuyển như thế nào ạ,4873b657
2,cho em hỏi xét tuyển đối với kỹ thuật dầu khí ạ,008d1d62
2,kỹ thuật ô tô hệ đại trà tuyển bao nhiêu vậy ad,985e27a1
2,cho mình hỏi ngành điện điện tử lấy bao nhiêu chỉ tiêu thế,c6540f11
2,dạ có dự kiến chỉ tiêu ngành kỹ thuật ôtô không ạ,16ef231a
2,xét tuyển theo ưu tiên xét tuyển là mình cần làm những gì ạ,83365652
2,danh sách trường ưu tiên xét tuyển xem ở đâu ạ,ff230da8
2,cho em hỏi em không có giải quốc gia gì hết có được xét ưu tiên xét tuyển không ạ,503a9b8a
0,em muốn hỏi bên mình có chính sách học bổng không ạ kiểu 24 hay 26đ là giảm được nhiêu phần trăm không ạ,4ab22107
2,điểm đánh giá năng lực có sau ngày thi nhiêu ngày ạ,b9de638c
0,em là thí sinh tự do thi tốt nghiệp trung học phổ thông vào trường mình được không ạ,be683568
2,kết quả ưu tiên xét tuyển có được công bố trước khi thi tốt nghiệp không thầy,d88b4940
2,trường có xét tuyển học bạ không ạ ngành nào ạ e có bằng học sinh giỏi cấp tỉnh thì có được ưu tiên gì không ạ,cf37e598
0,điểm sàn kỹ thuật ô tô là tầm bao nhiêu ạ,73c10625
1,ngành kỹ thuật hoá học có chương trình kỹ sư tài năng không ạ,005627dc
2,cho em hỏi em ở ngoài bắc phải nộp hồ sơ như nào ạ,80d328c6
2,cho em hỏi khi nào nộp hồ sơ xin xét tuyển thẳng theo học bạ ạ,e777880a
2,đánh giá năng lực khoảng bao nhiêu điểm thì chắc chắn sẽ được vào trường ạ,e0e0a351
0,cho em hỏi ngành điện tử viễn thông học phí bao nhiêu hk ạ,c7e6a86c
2,điểm xét tuyển đánh giá năng lực ngành công nghệ thông tin là bao nhiêu ạ,8278809b
2,dạ cho em hỏi tiêu chí xét diện ưu tiên xét tuyển ạ,127c38e9
1,ngành công nghệ thực phẩm có chương trình kỹ sư tài năng không ạ,eb5b6d30
2,điểm xét tuyển đánh giá năng lực của ngành công nghệ sinh học của trường mình là bao nhiêu vậy ạ,d7ebb43c
1,cho em hỏi đối với ngành kỹ thuật dầu khí có những chương trình nào ạ,832ce69d
0,cơ sở 2 của trường ở đâu thế ad,07d669d2
2,chỉ tiêu ngành công nghệ thực phẩm là bao nhiêu ạ,1651655d
2,cho mình hỏi chỉ tiêu ngành điện điện tử là bao nhiêu thế,bbe5f5b2
2,thời gian nộp hồ sơ xét tuyển theo diện ưu tiên xét tuyển vậy ạ,f3e425d9
2,cho em hỏi có xét tuyển bằng phương thức học bạ không ạ,70f28cd0
3,cho em xin review nhóm ngành thực phẩm hoá sinh với ạ,d636ead8
1,trường mở ngành chất lượng cao vậy có còn hệ chính quy không ạ,9cd775e3
0,công nghệ thực phẩm học hết 4 năm thì học phí là bao nhiêu ạ,54059ffb
2,ngành kỹ thuật xây dựng năm nay trường xét tuyển theo những phương thức nào ạ,11a3cafa
0,cho em hỏi kỹ sư việt nhật học phí bao nhiêu vậy ạ,60e1575a
0,em muốn vô logistics mà e không biết có nhận bằng tiếng anh không ạ,4870ae61
1,cho em hỏi ngành công nghệ thông tin có chương trình chất lượng cao bằng tiếng anh không ạ,1520b29d
2,chỉ tiêu công nghệ sinh là bao nhiêu ạ,edf2f7dc
2,thầy cô cho em hỏi chỉ tiêu ưu tiên xét tuyển năm nay là bao nhiêu ạ,0add88df
3,có a chị nào học kỹ thuật hoá không ạ cho e xin review ạ,adaa96e8
2,đăng kí xét tuyển ở đâu ạ,e13562cd
3,có ai học xây dựng không ạ cho e xin tí review,c918fb27
2,năm nay được bao nhiêu xét tuyển vào khoa điều khiển và tự động hóa nếu chọn phương thức xét tuyển tốt nghiệp phổ thông thầy ơi,e5679111
3,có ai điện tử viễn thông không ạ,da720bb7
1,chương trình việt pháp học phí thế nào ạ,53ca83a7
3,ở đây có ai kỹ thuật dầu khí không,66ef46e9
2,ngành điện điện tử lấy bao nhiêu chỉ tiêu thế,d99ea2b2
2,thi đánh giá năng lực mình có ôn cụ thể không ạ hay là đề ra sao ạ,50aa7c75
3,ở đây ai thi công nghệ nhiệt không,2356a769
2,xét điểm học bạ thì tính điểm như nào anh em,e9e66216
2,thầy ơi phương thức tuyển sinh trường mình chốt chưa ạ,fea532b8
2,chỉ tiêu xét tuyển của trường lấy điểm đánh giá năng lực là bn,854e5f3c
0,em muốn học kỹ thuật hóa mà em có thể xét cả 2 khối b với d07 được không ạ,39013e5f
2,ad cho em hỏi ngành công nghệ sinh học của bách khoa tuyển sinh sao ạ,417592ee
2,kỹ thuật ô tô năm nay chỉ tiêu bao nhiêu vậy ad cho em hỏi,3761cd59
1,dạ chương trình chất lượng cao khác chương trình chính quy sao ạ,9934edbe
2,chỉ tiêu mỗi ngành khi nào công bố ạ,8c68dbdd
2,cho em hỏi ngành ôtô năm nay lấy bao nhiêu chỉ tiêu ạ,b4ad6444
2,ngành kỹ thuật ô tô lấy chỉ tiêu bao nhiêu vậy thầy,f91253bd
